FID,DATASET,DATA_TEAM,RECORD_ID,REFERENCE,TYPE_REF,DATA_TYPE,DATA_AIM,SITE_NAME_CODE,AREA_HA,MUNICIPALITY,STATE,COUNTRY,LAT_Y_PUNT,LONG_X_PUN,ID_Camera,PRECISION,DATUM,ORDER,FAMILY,GENUS,SPECIES,IUCN_STATUS,COL_START_DAY,COL_START_MO,COL_START_YR,COL_END_DAY,COL_END_MO,COL_END_YR,METHOD,CAM_TYPE,BAIT,OCCUR,N_RECORDS,EST_ABUN,EST_ABUN_METHOD,LIFE_STAGE,EFFORT_N,IND_CAM,MIN_DIST_C,MAX_DIST_C,NAME_AP,DESIG,DESIG_TYPE,IUCN_CAT_AP,STATUS_YR,Cover_Nivel_1,Cover_Nivel_2,Cover_Nivel_3,OBSERVATIONS
182,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0037,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.934056,-75.101278,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,NA,NA,NA,NA,NA,2019,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
183,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0038,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.934056,-75.101278,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus wiedii,NT,NA,NA,NA,NA,NA,2017,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
184,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0057,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.934056,-75.101278,NA,NA,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,NA,NA,NA,NA,NA,2020,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
185,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0065,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.928194,-75.10125,NA,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,NA,NA,NA,NA,NA,2020,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.2. Open forest,NA
186,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0050,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.011306,-75.105972,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,NA,NA,NA,NA,NA,2020,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
187,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0005,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Bajo Grande,0,San Juan Nepomuceno,Bolívar,Colombia,9.9431,-75.135117,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,108,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
188,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0013,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Bajo Grande,0,San Juan Nepomuceno,Bolívar,Colombia,9.9431,-75.135117,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,108,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
189,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0062,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Bajo Grande,0,San Juan Nepomuceno,Bolívar,Colombia,9.9431,-75.135117,NA,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,108,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
190,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0002,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Espantosa,0,San Juan Nepomuceno,Bolívar,Colombia,9.939617,-75.168417,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,119,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
191,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0011,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Espantosa,0,San Juan Nepomuceno,Bolívar,Colombia,9.939617,-75.168417,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,119,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
192,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0018,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Espantosa,0,San Juan Nepomuceno,Bolívar,Colombia,9.939617,-75.168417,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,119,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
193,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0054,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Espantosa,0,San Juan Nepomuceno,Bolívar,Colombia,9.939617,-75.168417,NA,NA,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,119,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
194,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0061,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Espantosa,0,San Juan Nepomuceno,Bolívar,Colombia,9.939617,-75.168417,NA,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,0,0,0,0,0,2017,camera trap,NA,NO,1,0,0,NA,NA,119,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
195,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0026,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Espantosa,0,San Juan Nepomuceno,Bolívar,Colombia,9.931633,-75.173633,NA,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,119,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
196,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0034,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Espantosa,0,San Juan Nepomuceno,Bolívar,Colombia,9.931633,-75.173633,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,119,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
197,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0010,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Loro,0,San Juan Nepomuceno,Bolívar,Colombia,9.909317,-75.162667,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
198,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0025,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Loro,0,San Juan Nepomuceno,Bolívar,Colombia,9.909317,-75.162667,NA,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
199,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0033,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Loro,0,San Juan Nepomuceno,Bolívar,Colombia,9.909317,-75.162667,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
200,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0047,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Loro,0,San Juan Nepomuceno,Bolívar,Colombia,9.909317,-75.162667,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,0,0,0,0,2017,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
201,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0060,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Loro,0,San Juan Nepomuceno,Bolívar,Colombia,9.909317,-75.162667,NA,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,0,0,0,0,0,2017,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
202,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0001,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Loro,0,San Juan Nepomuceno,Bolívar,Colombia,9.9114,-75.161617,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
203,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0053,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Loro,0,San Juan Nepomuceno,Bolívar,Colombia,9.9114,-75.161617,NA,NA,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,0,0,0,0,0,2017,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.4. Gallery and riparian forest,NA
204,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0042,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Loro,0,San Juan Nepomuceno,Bolívar,Colombia,10.09,-75.161617,NA,NA,WGS84,Cingulata,Chlamyphoridae,Cabassous,Cabassous centralis,DD,0,0,0,0,0,2016,camera trap,NA,NO,1,0,0,NA,NA,171,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.2. Wooded pastures,NA
205,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0040,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Media Luna,0,San Juan Nepomuceno,Bolívar,Colombia,9.97475,-75.1374,NA,NA,WGS84,Carnivora,Felidae,Puma,Puma concolor,LC,0,0,2021,0,0,2021,camera trap,NA,NO,1,0,0,NA,NA,108,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
206,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0022,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Media Luna,0,San Juan Nepomuceno,Bolívar,Colombia,9.96985,-75.13475,NA,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,172,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
207,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0030,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Media Luna,0,San Juan Nepomuceno,Bolívar,Colombia,9.96985,-75.13475,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,172,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
208,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0044,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Media Luna,0,San Juan Nepomuceno,Bolívar,Colombia,9.96985,-75.13475,NA,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,172,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
209,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0051,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Media Luna,0,San Juan Nepomuceno,Bolívar,Colombia,9.96985,-75.13475,NA,NA,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,172,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
210,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0007,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Media Luna,0,San Juan Nepomuceno,Bolívar,Colombia,9.96145,-75.123683,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,0,0,2020,0,0,2020,camera trap,NA,NO,1,0,0,NA,NA,172,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.3. Weeded Pastures,NA
211,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0004,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,Vereda Nuevo Mexico,0,San Juan Nepomuceno,Bolívar,Colombia,9.963783,-75.131867,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,0,0,0,0,0,2017,camera trap,NA,NO,1,0,0,NA,NA,172,0,NA, ,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
