FID,DATASET,DATA_TEAM,RECORD_ID,REFERENCE,TYPE_REF,DATA_TYPE,DATA_AIM,SITE_NAME_CODE,AREA_HA,MUNICIPALITY,STATE,COUNTRY,LAT_Y_PUNT,LONG_X_PUN,ID_Camera,PRECISION,DATUM,ORDER,FAMILY,GENUS,SPECIES,IUCN_STATUS,COL_START_DAY,COL_START_MO,COL_START_YR,COL_END_DAY,COL_END_MO,COL_END_YR,METHOD,CAM_TYPE,BAIT,OCCUR,N_RECORDS,EST_ABUN,EST_ABUN_METHOD,LIFE_STAGE,EFFORT_N,IND_CAM,MIN_DIST_C,MAX_DIST_C,NAME_AP,DESIG,DESIG_TYPE,IUCN_CAT_AP,STATUS_YR,Cover_Nivel_1,Cover_Nivel_2,Cover_Nivel_3,OBSERVATIONS
148,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0288,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Cingulata,Chlamyphoridae,Cabassous,Cabassous centralis,DD,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,6,1.197605,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
149,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0289,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,9,1.796407,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
150,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0290,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,26,5.189621,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
151,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0291,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,6,1.197605,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
152,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0292,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,2,0.399202,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
153,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0293,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,2,0.399202,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
154,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0294,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,16,3.193613,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
155,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0295,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,3,0.598802,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
156,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0296,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,18,3.592814,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
157,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0297,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,13,2.59481,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
158,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0298,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,15,2.994012,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
159,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0299,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,104,20.758483,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
160,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0300,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,0,2,2016,0,3,2016,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,15,2.994012,RAI,NA,501,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
161,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0301,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,16,3.463203,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
162,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0302,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Cingulata,Chlamyphoridae,Cabassous,Cabassous centralis,DD,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,4,0.865801,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
163,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0303,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,8,1.731602,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
164,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0304,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,10,2.164502,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
165,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0305,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,5,1.082251,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
166,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0306,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,1,0.21645,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
167,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0307,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,1,0.21645,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
168,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0308,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,8,1.731602,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
169,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0309,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,3,0.649351,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
170,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0310,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,12,2.597403,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
171,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0311,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,25,5.411255,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
172,LEF-PUJ_Samudio2017,"Chacon-Pacheco, J; Perez-Torres, J.",LEF-PUJ_0312,"Samudio Marin, N. S. (2017). Variaciones en la estructura y la composicion de mami­feros terrestres medianos y grandes como resultado de un proceso de restauracion ecologica del bosque seco tropical en San Juan Nepomuceno, Bolivar.",Thesis,Abundance,Primary,SFF Los Colorados,1041.96,San Juan Nepomuceno,Bolívar,Colombia,9.92152,-75.16906,NA,10,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,0,1,2017,0,3,2017,camera trap,Bushnell Trophy HD - Reconyx hyperfire HC500,NO,1,9,1.948052,RAI,NA,462,30,1000,NA,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.5. Mosaic of crops with natural spaces,NA
173,MamiferosColombia_fototrampeo,"Narvaez, S.",IAvH:CBB:ACZ:MAMMALIA:OBSERVACIONCONMAQUINA:I2D-BIO_2021_008:1017,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Abundance,Secondary,Aviario Nacional de Colombia,0,Santa Ana,Bolívar,Colombia,10.20883,-75.60641,NA,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,NA,NA,NA,NA,NA,2012,camera trap,NA,NO,1,3,NA,NA,NA,NA,0,NA, ,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,3 individuals observed during the week; 2 males and 1 female
174,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0021,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.928139,-75.1105,NA,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,NA,NA,NA,NA,NA,2017,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
175,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0014,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.927972,-75.105972,NA,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,NA,NA,NA,NA,NA,2018,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
176,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0039,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.927972,-75.105972,NA,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,NA,NA,NA,NA,NA,2020,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
177,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0043,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.927972,-75.105972,NA,NA,WGS84,Cingulata,Chlamyphoridae,Cabassous,Cabassous centralis,DD,NA,NA,NA,NA,NA,2016,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
178,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0063,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.927972,-75.105972,NA,NA,WGS84,Artiodactyla,Tayassuidae,Dicotyles,Dicotyles tajacu,LC,NA,NA,NA,NA,NA,2017,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.3. Fragmented forest,NA
179,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0006,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.940667,-75.105139,NA,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,NA,NA,NA,NA,NA,2019,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
180,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0041,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.940667,-75.105139,NA,NA,WGS84,Carnivora,Felidae,Puma,Puma concolor,LC,NA,NA,NA,NA,NA,2017,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
181,MamiferosColombia_fototrampeo,"Narvaez, S.",FUNDAZOO:Camaras-Trampa_Mamiferos:0029,"Pantoja Peña et al. (2021). Registros de especies priorizadas de mamíferos de Colombia, recopilados a partir de la información de fototrampeo. Version 1.3. Asociación Colombiana de Zoología. Occurrence dataset https://doi.org/10.15472/hy9nif accesse",Database,Presence only,Secondary,SFF Los Colorados,0,San Juan Nepomuceno,Bolívar,Colombia,9.934056,-75.101278,NA,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,NA,NA,NA,NA,NA,2017,camera trap,NA,NO,1,0,NA,NA,NA,NA,0,NA, ,Los Colorados,Fauna and Flora Sanctuary,National,IV,1977,3. Forests and semi-natural areas,3.1. Forest,3.1.1. Dense forest,NA
