FID,DATASET,DATA_TEAM,RECORD_ID,REFERENCE,TYPE_REF,DATA_TYPE,DATA_AIM,SITE_NAME_CODE,AREA_HA,MUNICIPALITY,STATE,COUNTRY,LAT_Y_PUNT,LONG_X_PUN,ID_Camera,PRECISION,DATUM,ORDER,FAMILY,GENUS,SPECIES,IUCN_STATUS,COL_START_DAY,COL_START_MO,COL_START_YR,COL_END_DAY,COL_END_MO,COL_END_YR,METHOD,CAM_TYPE,BAIT,OCCUR,N_RECORDS,EST_ABUN,EST_ABUN_METHOD,LIFE_STAGE,EFFORT_CAM,IND_CAM,MIN_DIST_C,MAX_DIST_C,NAME_AP,DESIG,DESIG_TYPE,IUCN_CAT_AP,STATUS_YR,Cover_Nivel_1,Cover_Nivel_2,Cover_Nivel_3,OBSERVATIONS
1319,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0057,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.167969,-72.549581,e3,86,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,NA,3,2019,NA,3,2019,camera trap,Bushnell Trophy HD,SI,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1320,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0058,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.169674,-72.547131,e3,78,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,NA,9,2019,NA,9,2019,camera trap,Bushnell Trophy HD,SI,1,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1321,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0059,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.169674,-72.547131,e3,78,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,NA,9,2019,NA,9,2019,camera trap,Bushnell Trophy HD,SI,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1322,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0060,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.169674,-72.547131,e3,78,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,NA,9,2019,NA,9,2019,camera trap,Bushnell Trophy HD,SI,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1323,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0061,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.169674,-72.547131,e3,78,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,NA,9,2019,NA,9,2019,camera trap,Bushnell Trophy HD,SI,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1324,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0062,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.169674,-72.547131,e3,78,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,NA,9,2019,NA,9,2019,camera trap,Bushnell Trophy HD,SI,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1325,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0063,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.169674,-72.547131,e3,78,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,NA,9,2019,NA,9,2019,camera trap,Bushnell Trophy HD,SI,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1326,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0064,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.169674,-72.547131,e3,78,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,NA,9,2019,NA,9,2019,camera trap,Bushnell Trophy HD,SI,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1327,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0065,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.167018,-72.554197,e4,84,WGS84,Primate,Cebidae,Cebus,Cebus versicolor,EN,NA,3,2019,NA,3,2019,camera trap,Bushnell Trophy HD,SI,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1328,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0066,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.167018,-72.554197,e4,84,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,NA,3,2019,NA,3,2019,camera trap,Bushnell Trophy HD,SI,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1329,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0067,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.167018,-72.554197,e4,84,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,NA,3,2019,NA,3,2019,camera trap,Bushnell Trophy HD,SI,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1330,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0068,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.167018,-72.554197,e4,84,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,NA,3,2019,NA,3,2019,camera trap,Bushnell Trophy HD,SI,1,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1331,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0069,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.167018,-72.554197,e4,84,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,NA,3,2019,NA,3,2019,camera trap,Bushnell Trophy HD,SI,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
1332,LEF_PUJ_Cerrejón,"Chacón-Pacheco, J; Pérez-Torres, J.",LEF-PUJ_0070,"Dávila Reyes D, Alzate J, Franco N, Durán Prieto C, Capera V H, Montes Fontalvo J, Gantiva-Q C H, Mendoza Perez I A,Andrade E, Cañón Escobar S, Izquierdo E, Tejeiro Mahecha L N, Suárez J D, Peña Ramirez L J (2022). Caracterización defauna terrestr",Database,Abundancia,Primario,Remedios. Arroyo Bruno,0,Albania,La Guajira,Colombia,11.167018,-72.554197,e4,84,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,NA,3,2019,NA,3,2019,camera trap,Bushnell Trophy HD,SI,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
