FID,DATASET,DATA_TEAM,RECORD_ID,REFERENCE,TYPE_REF,DATA_TYPE,DATA_AIM,SITE_NAME_CODE,AREA_HA,MUNICIPALITY,STATE,COUNTRY,LAT_Y_PUNT,LONG_X_PUN,ID_Camera,PRECISION,DATUM,ORDER,FAMILY,GENUS,SPECIES,IUCN_STATUS,COL_START_DAY,COL_START_MO,COL_START_YR,COL_END_DAY,COL_END_MO,COL_END_YR,METHOD,CAM_TYPE,BAIT,OCCUR,N_RECORDS,EST_ABUN,EST_ABUN_METHOD,LIFE_STAGE,EFFORT_CAM,IND_CAM,MIN_DIST_C,MAX_DIST_C,NAME_AP,DESIG,DESIG_TYPE,IUCN_CAT_AP,STATUS_YR,Cover_Nivel_1,Cover_Nivel_2,Cover_Nivel_3,OBSERVATIONS
79,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R83,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391674,-73.195396,UNAL_M2-8,NA,WGS84,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,4,9.302326,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
80,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R84,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391674,-73.195396,UNAL_M2-8,NA,WGS84,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,VU,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,2,4.651163,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
81,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R85,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391674,-73.195396,UNAL_M2-8,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,4,9.302326,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
82,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R86,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391674,-73.195396,UNAL_M2-8,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,2,4.651163,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
83,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R87,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391674,-73.195396,UNAL_M2-8,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,6,13.953488,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
84,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R88,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391674,-73.195396,UNAL_M2-8,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
85,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R89,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391782,-73.194092,UNAL_M2-9,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,3,6.976744,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
86,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R90,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391782,-73.194092,UNAL_M2-9,NA,WGS84,Pilosa,Myrmecophagidae,Myrmecophaga,Myrmecophaga tridactyla,VU,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,2,4.651163,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
87,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R91,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391782,-73.194092,UNAL_M2-9,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,3,6.976744,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
88,"Acevedo-Quintero, JF.","Acevedo-Quintero, JF.; Zamora-Abrego, JG.",R92,"Acevedo-Quintero, J. F., & Zamora-Abrego, J. G. (2021). Inventario de mamíferos asociados al campus universitario de la Universidad Nacional de Colombia-Sede de La Paz, Cesar. Mammalogy Notes, 7(2), 298-298.",Article,Abundancia,Primario,Campus Universidad Nacional Sede de La Paz Cesar,52,La Paz,Cesar,Colombia,10.391782,-73.194092,UNAL_M2-9,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,2,9,2021,22,10,2021,Camara trampa,Bushnell Trophy HD,NO,1,1,2.325581,RAI,NA,43,1440,200,200,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
89,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT001,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33453,-75.39181,CT001,NA,WGS84,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,LC,27,12,2021,20,1,2022,Camara trampa,NA,SI,1,1,4.166667,RAI,adult,24,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
90,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT002,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33453,-75.39181,CT001,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,27,12,2021,20,1,2022,Camara trampa,NA,SI,1,4,16.666667,RAI,adult,24,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
91,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT003,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33453,-75.39181,CT001,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,27,12,2021,20,1,2022,Camara trampa,NA,SI,1,2,8.333333,RAI,adult,24,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
92,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT004,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33453,-75.39181,CT001,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,27,12,2021,20,1,2022,Camara trampa,NA,SI,1,1,4.166667,RAI,adult,24,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.3. Pastures,2.3.1. Clean pastures,NA
93,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT005,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33512,-75.38561,CT002,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,11,6,2021,18,6,2021,Camara trampa,NA,NO,1,3,42.857143,RAI,adult,7,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
94,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT006,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33512,-75.38561,CT002,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,11,6,2021,18,6,2021,Camara trampa,NA,NO,1,1,14.285714,RAI,adult,7,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
95,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT007,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33226,-75.38305,CT003,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,31,3,2022,13,4,2022,Camara trampa,NA,NO,1,1,7.692308,RAI,adult,13,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
96,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT009,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33226,-75.38305,CT003,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,31,3,2022,13,4,2022,Camara trampa,NA,NO,1,1,7.692308,RAI,1 adult | 1 young,13,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
97,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT010,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33748,-75.38186,CT004,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,1,2.631579,RAI,adult,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
98,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT012,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33748,-75.38186,CT004,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,1,2.631579,RAI,1 adult | 1 young,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
99,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT013,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33748,-75.38186,CT004,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,1,2.631579,RAI,adult,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
100,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT014,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33465,-75.38003,CT005,NA,WGS84,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,LC,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,2,5.263158,RAI,adult,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
101,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT015,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33465,-75.38003,CT005,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,2,5.263158,RAI,adult,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
102,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT016,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33465,-75.38003,CT005,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,3,7.894737,RAI,1 adult | 1 young,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
103,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT017,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33465,-75.38003,CT005,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,2,5.263158,RAI,adult male,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
104,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT018,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33465,-75.38003,CT005,NA,WGS84,Pilosa,Myrmecophagidae,Tamandua,Tamandua mexicana,LC,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,1,2.631579,RAI,adult,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
105,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT019,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33465,-75.38003,CT005,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,1,2.631579,RAI,adult,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
106,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT020,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33465,-75.38003,CT005,NA,WGS84,Didelphimorphia,Didelphidae,Didelphis,Didelphis marsupialis,LC,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,1,2.631579,RAI,adult,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
107,AngieTinoco-Sotomayor_Mapache-Colombia,"Tinoco-Sotomayor, AN; Camacho, R.",CT021,NA,Unpublished,Abundancia,Secundario,Agricolas Camelias,60,CaÃ±averal,Bolívar,Colombia,10.33465,-75.38003,CT005,NA,WGS84,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,LC,8,11,2021,16,12,2021,Camara trampa,NA,NO,1,4,10.526316,RAI,2 adult | 2 young,38,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.3. Secondary or transition vegetation,NA
108,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT001,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44318,-75.26144,CT001,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,1,7.142857,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
109,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT001,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44318,-75.26144,CT001,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,1,7.142857,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
110,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT001,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44318,-75.26144,CT001,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,1,7.142857,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
111,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT002,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44144,-75.26104,CT002,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,1,7.142857,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
112,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT003,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44224,-75.25843,CT003,NA,WGS84,Carnivora,Mustelidae,Galictis,Galictis vittata,LC,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,3,21.428571,RAI,2 adults | 1 young,14,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
113,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT003,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44224,-75.25843,CT003,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,4,28.571429,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
114,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT003,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44224,-75.25843,CT003,NA,WGS84,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus sp,NE,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,1,7.142857,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
115,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT003,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44224,-75.25843,CT003,NA,WGS84,Carnivora,Mustelidae,Eira,Eira barbara,LC,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,1,7.142857,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
116,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT003,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44224,-75.25843,CT003,NA,WGS84,Carnivora,Felidae,Puma,Puma concolor,LC,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,1,7.142857,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
117,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT003,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44224,-75.25843,CT003,NA,WGS84,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,LC,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,1,7.142857,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
118,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT003,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44224,-75.25843,CT003,NA,WGS84,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,LC,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,1,7.142857,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,2. Agricultural territories,2.4. Heterogeneous agricultural areas,2.4.4. Pasture mosaic with natural spaces,NA
119,AngieTinoco-Sotomayor_Mapache-Colombia_Fundacion-Loros,"Tinoco-Sotomayor, AN; Rigatuso, AD.",CT001,NA,Unpublished,Abundancia,Secundario,El Paraiso,100,Villa Nueva,Bolívar,Colombia,10.44318,-75.26144,CT001,NA,WGS84,Carnivora,Felidae,Herpailurus,Herpailurus yagouaroundi,LC,12,11,2022,26,11,2022,Camara trampa,NA,NO,1,1,7.142857,RAI,adult,14,15,400,1000,NA,NA,NA,NA,NA,3. Forests and semi-natural areas,3.2. Areas with herbaceous and/or shrubby vegetation,3.2.2. Shrub,NA
120,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_001,NA,Unpublished,Abundancia,Secundario,Villa Marti­n,0,HATONUEVO,La Guajira,Colombia,NA,NA,CA1,NA,WGS84,Carnivora,Mephitidae,Conepatus,Conepatus semistriatus,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,2,4.347826,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_002,NA,Unpublished,Abundancia,Secundario,Villa Marti­n,0,HATONUEVO,La Guajira,Colombia,NA,NA,CA1,NA,WGS84,Carnivora,Felidae,Leopardus,Leopardus pardalis,LC,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,1,2.173913,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,CamiloRamos_ICA_Mamiferos_Compensacion_V2_2020_LCR,"Ramos-Madera, C.",CRM_003,NA,Unpublished,Abundancia,Secundario,Villa Marti­n,0,HATONUEVO,La Guajira,Colombia,NA,NA,CA1,NA,WGS84,Artiodactyla,Cervidae,Mazama,Mazama sanctaemartae,NE,23,11,2019,8,1,2020,Camara trampa,NA,NO,1,5,10.869565,NA,NA,46,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
